2024-11-03 18:56:56,jay,jay@mail.com,9704150225,mrec,cse,2
2024-11-03 18:57:45,,para@mail,123,mrec,ds,3
2024-11-03 18:58:25,,para@mail,123,mrec,iot,1
2024-11-03 18:58:54,,para@mail,123,mrec,cs,2
2024-11-03 18:59:28,,sri@mail,123,s,cse,2
2024-11-03 18:59:47,,jay@mail.com,123,mrec,ds,2
2024-11-03 19:01:45,,para@mail,123,Jntuh,Cse,3
2024-11-03 19:05:35,,ak@maul,123,MRUH,CSE,2
2024-11-03 19:25:18,,iamnothuman1990@gmail.com,123,malla reddy,data science,2
2024-11-03 19:38:08,,para@mail,123,mrec,cse,2
2024-11-03 19:38:49,para@mail,para@mail,123,mrec,123,2
2024-11-03 19:39:58,para@mail,para@mail,123,mrec,ds,2
2024-11-03 19:42:16,para@mail,para@mail,123,mrec,ds,2
2024-11-03 19:44:46,para@mail,para@mail,123,a,aaa,2
2024-11-03 19:48:52,para@mail,para@mail,123,a,aaab,2
2024-11-03 19:50:38,para@mail,para@mail,123,a,aaabbb,2
2024-11-03 21:32:40,para@mail,para@mail,123,abcd,bbbb,2
2024-11-03 21:33:57,para@mail,para@mail,123,abcd,bbbb,2
2024-11-03 23:36:40,jay@mail.com,jay@mail.com,123,mallareddy,cse,2
2024-11-03 23:41:29,jay@mail.com,jay@mail.com,123,mallareddy,cseeeee,<internship_name>
2024-11-03 23:43:49,jay@mail.com,jay@mail.com,123,mallareddy,cseeeee,<internship_name>
2024-11-03 23:46:18,jay@mail.com,jay@mail.com,123,mallareddy,ds,<internship_name>
2024-11-03 23:49:13,jay@mail.com,jay@mail.com,123,mallareddy,ds,<internship_name>
2024-11-03 23:52:30,jay@mail.com,jay@mail.com,123,mallareddy,ds,<internship_name>
2024-11-03 23:57:22,para@mail,para@mail,123,MRUH,CSE,<internship_name>
